21:00|9.00 p.m. Watch television or a video|The Curious Incident of the Dog in the Night-Time|Mark Haddon
21:00|At 2100 at night it's cold out.|Infinite Jest|David Foster Wallace
21:00|I got home from working at Burger Boy tonight about nine o'clock, and I was kind of surprised because the whole house was dark.|Don't You Dare Read This, Mrs. Dunphrey|Margaret Peterson Haddix
21:00|It was nine o'clock at night upon the second of August—the most terrible August in the history of the world. One might have thought already that God's curse hung heavy over a degenerate world, for there was an awesome hush and a feeling of vague expectancy in the sultry and stagnant air|His Last Bow An Epilogue of Sherlock Holmes|Arthur Conan Doyle
21:00|On the evening before K.'s thirty-first birthday - it was about nine o'clock, when there is a lull in the streets - two gentlemen came to his apartment.|The Trial|Franz Kafka
21:00|On the stroke of nine o’clock Mr. and Mrs. De Voted took their places on either side of the drawing-room fire, in attitudes of gracefully combined hospitality and unconcern, Vivian De Voted wearing a black beard and black velvet jacket buttoned over his Bohemian bosom, his lady in a flowing purple gown embroidered in divers appropriate places with pomegranates and their leaves.|A Marriage of Passion|Katherine Mansfield
21:00|Shortly after nine o'clock that evening, Weyrother drove with his plans to Kutuzov's quarters where the council of war was to be held. All the commanders of columns were summoned to the commander in chief's and with the exception of Prince Bagration, who declined to come, were all there at the appointed time.|War and Peace|Leo Tolstoy
21:00|Standing in the chrome-and-tile desolation of the Polar-Shtern Kafeteria at nine o'clock on a Friday night, in a snowstorm, he's the loneliest Jew in the Sitka District.|The Yiddish Policemen's Union|Michael Chabon
21:00|That night at nine the President addressed the nation.|All the President's Men|Bernstein & Woodward
21:00|Then he put on a grey jacket and left the flat to make his way to Praca da Alegria. It was already nine o'clock, Pereira maintains.|Pereira Maintains|Antonio Tabucchi
21:00|This time, the putting on of her best hat at nine o'clock at night with the idea of sallying forth from the castle, down the long drive and then northwards along the acacia avenue, had been enough to send her to her own doorway as though she suspected someone might be there, someone who was listening to her thoughts.|Titus Groan|Mervyn Peake
21:00|At nine o’clock in the evening I was sitting among my friends writing, while they talked around me. I became aware that it was gradually growing easier for me to express myself; my pen glanced presently like lightning in the effort to keep neck and neck with my ideas.|The Hasheesh Eater|Fitz Hugh Ludlow
